11/4/1996 2:35,11/4/1996 0:43,266,17,524,532,-2.4,271,not a halo cme,4,TRUE,TRUE,,,
11/4/1996 17:52,11/4/1996 12:04,104,41,90,74,1.2,114,not a halo cme,11,TRUE,FALSE,Only C2,,
11/4/1996 22:15,11/4/1996 20:57,260,20,573,408,41.7,269,not a halo cme,5,TRUE,TRUE,,,
11/5/1996 2:35,11/4/1996 21:37,274,63,108,124,-2.6,276,not a halo cme,6,TRUE,FALSE,Only C2,,
11/6/1996 6:05,11/6/1996 4:03,100,43,347,478,-16.8,89,not a halo cme,6,TRUE,TRUE,,,
11/7/1996 7:25,11/6/1996 21:08,113,36,97,94,0.6,106,not a halo cme,5,TRUE,TRUE,,,
11/7/1996 23:20,11/7/1996 22:41,Halo,360,497,366,8.7,114,halo cme,11,TRUE,TRUE,,,
11/8/1996 14:42,11/8/1996 7:16,288,70,87,43,3,285,not a halo cme,8,TRUE,TRUE,,,
11/9/1996 0:05,11/8/1996 19:12,355,169,157,135,3.1,281,partial halo cme,5,TRUE,TRUE,Partial Halo,,
11/13/1996 14:21,0000-00-00 00:00:00,330,4,----,----,------,327,not a halo cme,1,TRUE,FALSE,Only 1 points, Only C2,
11/15/1996 1:31,11/14/1996 22:38,76,33,217,145,6.3,75,not a halo cme,6,TRUE,TRUE,,,
11/19/1996 16:45,11/19/1996 13:22,250,68,213,197,2.2,263,not a halo cme,4,TRUE,TRUE,,,
11/25/1996 0:40,11/24/1996 21:04,261,63,258,266,-0.6,256,not a halo cme,7,TRUE,TRUE,,,
11/26/1996 6:00,11/26/1996 3:51,268,72,313,198,13.2,290,not a halo cme,6,TRUE,TRUE,,,
11/26/1996 15:35,11/26/1996 5:08,87,41,90,----,------,85,not a halo cme,2,TRUE,FALSE,Only 2 points, Only C2,
11/26/1996 21:35,11/26/1996 21:40,270,78,548,305,38.1,283,not a halo cme,5,TRUE,TRUE,,,
11/27/1996 21:28,11/27/1996 20:03,271,39,379,246,11.1,277,not a halo cme,9,TRUE,TRUE,,,
11/28/1996 11:02,11/28/1996 8:25,277,27,294,209,9.6,276,not a halo cme,6,TRUE,TRUE,,,
11/28/1996 16:50,11/28/1996 15:59,267,101,984,817,27.5,267,not a halo cme,5,TRUE,TRUE,,,
11/29/1996 1:40,11/28/1996 23:15,261,10,300,248,7.6,267,not a halo cme,6,TRUE,TRUE,,,
11/30/1996 21:50,11/30/1996 21:33,267,78,477,345,8.5,270,not a halo cme,8,TRUE,TRUE,,,
12/2/1996 2:39,12/2/1996 1:10,285,10,431,----,------,280,not a halo cme,2,TRUE,TRUE,Only 2 points,,
12/2/1996 15:35,12/2/1996 14:44,Halo,360,538,641,-8.8,253,halo cme,7,TRUE,TRUE,,,
12/2/1996 21:45,12/2/1996 19:52,95,38,293,261,4.7,95,not a halo cme,4,TRUE,TRUE,,,
12/5/1996 14:02,12/5/1996 6:23,100,60,104,83,4.9,99,not a halo cme,3,TRUE,FALSE,Only 3 points, Only C2,
12/6/1996 14:50,12/6/1996 12:05,275,51,367,423,-3.6,274,not a halo cme,10,TRUE,TRUE,,,
12/7/1996 2:30,12/7/1996 0:16,83,44,197,160,1.8,90,not a halo cme,11,TRUE,TRUE,,,
12/7/1996 9:30,12/7/1996 6:33,260,9,286,402,-17,269,not a halo cme,4,TRUE,TRUE,,,
12/8/1996 10:30,12/8/1996 8:15,107,19,282,380,-12.6,99,not a halo cme,4,TRUE,TRUE,,,
